code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
GGG,2014J,111775,F,North Western Region,HE Qualification,N/A,0-35,1,90,Y,Fail
BBB,2014J,557775,M,South Region,Lower Than A Level,20-30%,0-35,1,70,Y,Pass
EEE,2014B,601230,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn
BBB,2013J,572816,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,6,180,Y,Fail
BBB,2013J,608110,M,West Midlands Region,Lower Than A Level,80-90%,35-55,6,55,N,Pass
BBB,2014B,617015,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,150,N,Pass
BBB,2014J,381959,M,West Midlands Region,Lower Than A Level,20-30%,0-35,3,60,N,Withdrawn
BBB,2013J,683120,F,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
GGG,2014J,589594,M,South West Region,Lower Than A Level,50-60%,55<=,0,280,N,Pass
GGG,2014J,559113,F,London Region,A Level or Equivalent,80-90%,55<=,5,195,Y,Pass
DDD,2014J,652902,F,North Region,HE Qualification,50-60%,0-35,0,120,N,Pass
CCC,2014B,523632,M,West Midlands Region,Post Graduate Qualification,60-70%,35-55,0,145,N,Pass
DDD,2013J,566817,M,East Midlands Region,A Level or Equivalent,0-10%,55<=,3,95,N,Pass
FFF,2013J,657002,M,North Western Region,HE Qualification,80-90%,55<=,0,345,N,Pass
DDD,2014B,2001461,M,Wales,A Level or Equivalent,40-50%,0-35,0,630,N,Withdrawn
EEE,2013J,492726,M,North Region,A Level or Equivalent,70-80%,55<=,0,80,N,Withdrawn
FFF,2014B,601184,M,North Region,A Level or Equivalent,20-30%,35-55,4,370,N,Distinction
DDD,2014B,104054,M,Yorkshire Region,Post Graduate Qualification,50-60%,0-35,0,360,Y,Pass
FFF,2013J,567757,F,East Anglian Region,Lower Than A Level,40-50%,35-55,3,255,N,Fail
FFF,2013J,479060,F,Wales,Lower Than A Level,90-100%,0-35,0,215,N,Withdrawn
GGG,2013J,583532,F,South Region,A Level or Equivalent,60-70%,55<=,5,390,N,Distinction
CCC,2014J,2411595,M,South East Region,A Level or Equivalent,N/A,55<=,4,180,Y,Pass
DDD,2013J,519995,F,Wales,A Level or Equivalent,10-20,35-55,0,210,N,Fail
FFF,2014J,540155,F,West Midlands Region,No Formal quals,10-20,0-35,0,225,N,Pass
FFF,2014J,695169,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,3,90,N,Pass
EEE,2013B,621436,M,North Western Region,A Level or Equivalent,0-10%,35-55,5,175,N,Distinction
BBB,2014B,625753,F,East Midlands Region,Lower Than A Level,50-60%,35-55,5,360,N,Distinction
AAA,2013J,629706,M,North Region,Lower Than A Level,90-100%,35-55,6,180,N,Pass
DDD,2013J,2688202,M,East Anglian Region,HE Qualification,50-60%,0-35,1,370,Y,Fail
BBB,2014J,628733,F,Ireland,Lower Than A Level,10-20,35-55,0,150,Y,Withdrawn
CCC,2014J,633505,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,2,105,N,Pass
FFF,2013J,694871,M,South West Region,Post Graduate Qualification,10-20,0-35,6,40,Y,Withdrawn
BBB,2014B,617350,F,North Western Region,Lower Than A Level,10-20,0-35,6,165,N,Pass
DDD,2013J,135999,M,East Midlands Region,Lower Than A Level,40-50%,35-55,1,160,N,Withdrawn
CCC,2013J,2541120,M,South East Region,Post Graduate Qualification,50-60%,35-55,4,170,Y,Withdrawn
BBB,2014J,2139273,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,4,155,N,Withdrawn
FFF,2014B,580867,F,Ireland,Post Graduate Qualification,10-20,0-35,0,150,N,Fail
AAA,2013B,593563,M,Ireland,Post Graduate Qualification,10-20,0-35,6,45,N,Withdrawn
CCC,2014J,626516,F,South Region,HE Qualification,20-30%,55<=,0,180,N,Pass
CCC,2013J,86669,M,North Western Region,A Level or Equivalent,70-80%,0-35,1,80,N,Pass
AAA,2013B,551562,M,East Anglian Region,Lower Than A Level,0-10%,0-35,2,655,Y,Withdrawn
DDD,2013B,610287,M,East Midlands Region,Post Graduate Qualification,30-40%,55<=,1,40,Y,Withdrawn
EEE,2013J,482766,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,40,N,Fail
FFF,2014B,1759851,M,East Midlands Region,Lower Than A Level,80-90%,0-35,5,370,Y,Withdrawn
CCC,2013J,491114,M,Yorkshire Region,A Level or Equivalent,0-10%,55<=,2,30,N,Pass
CCC,2014J,648449,F,Wales,A Level or Equivalent,90-100%,55<=,6,100,N,Fail
BBB,2014J,508662,M,Wales,No Formal quals,0-10%,0-35,5,255,N,Withdrawn
GGG,2014J,2452289,F,West Midlands Region,A Level or Equivalent,90-100%,55<=,0,155,N,Pass
BBB,2014J,70537,F,London Region,Lower Than A Level,90-100%,0-35,0,630,Y,Pass
AAA,2014J,373369,M,North Western Region,Lower Than A Level,60-70%,0-35,0,165,Y,Withdrawn
DDD,2014J,436481,M,South East Region,A Level or Equivalent,60-70%,0-35,5,190,N,Withdrawn
BBB,2014J,620728,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,3,370,N,Withdrawn
DDD,2014J,602123,F,North Region,Lower Than A Level,60-70%,0-35,0,155,N,Distinction
FFF,2014B,2149324,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,2,135,N,Pass
BBB,2014J,588100,F,East Anglian Region,Lower Than A Level,80-90%,35-55,1,540,Y,Withdrawn
BBB,2014J,2297016,F,North Western Region,No Formal quals,0-10%,0-35,1,145,Y,Fail
GGG,2014B,677369,M,North Western Region,Lower Than A Level,70-80%,0-35,6,430,N,Withdrawn
CCC,2013B,417724,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,4,420,N,Pass
BBB,2013B,394951,M,North Region,Lower Than A Level,10-20,55<=,5,60,N,Fail
EEE,2013J,534733,F,East Anglian Region,HE Qualification,50-60%,0-35,1,75,Y,Fail
FFF,2013B,517274,M,North Western Region,HE Qualification,90-100%,55<=,0,130,N,Withdrawn
GGG,2014B,683315,F,East Midlands Region,A Level or Equivalent,40-50%,55<=,5,220,N,Pass
GGG,2013J,447184,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,6,175,Y,Pass
AAA,2014B,2084066,F,West Midlands Region,HE Qualification,10-20,35-55,1,80,N,Fail
GGG,2013J,698020,M,South East Region,A Level or Equivalent,60-70%,35-55,2,300,N,Pass
BBB,2014J,517274,M,East Anglian Region,HE Qualification,30-40%,0-35,5,210,N,Withdrawn
FFF,2014J,509407,F,South Region,A Level or Equivalent,80-90%,0-35,4,150,N,Withdrawn
BBB,2014J,644956,M,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
FFF,2013J,2367887,M,East Anglian Region,Lower Than A Level,70-80%,0-35,5,370,Y,Distinction
AAA,2014B,291745,M,West Midlands Region,HE Qualification,50-60%,0-35,1,105,Y,Withdrawn
FFF,2013J,557053,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,1,70,N,Withdrawn
CCC,2013J,480199,M,Wales,Lower Than A Level,50-60%,35-55,3,90,N,Pass
EEE,2014J,648058,M,North Western Region,A Level or Equivalent,70-80%,55<=,6,90,N,Fail
GGG,2014B,642230,F,East Midlands Region,A Level or Equivalent,10-20,55<=,4,180,N,Pass
EEE,2014B,543155,M,North Western Region,A Level or Equivalent,70-80%,0-35,2,140,N,Withdrawn
BBB,2013J,587793,M,Scotland,HE Qualification,0-10%,55<=,0,55,N,Pass
DDD,2014B,542602,M,South West Region,A Level or Equivalent,0-10%,35-55,0,145,Y,Withdrawn
FFF,2014J,624604,M,North Western Region,A Level or Equivalent,N/A,55<=,6,655,N,Fail
DDD,2014B,432592,M,Scotland,A Level or Equivalent,20-30%,0-35,6,370,N,Pass
GGG,2014B,555884,M,South Region,Post Graduate Qualification,10-20,35-55,2,60,N,Pass
GGG,2013B,627632,M,South East Region,No Formal quals,70-80%,35-55,0,585,N,Withdrawn
AAA,2014J,605977,M,North Western Region,A Level or Equivalent,40-50%,35-55,6,480,N,Pass
BBB,2013J,611639,F,South West Region,Post Graduate Qualification,80-90%,55<=,2,165,Y,Fail
FFF,2014J,696662,M,South Region,A Level or Equivalent,20-30%,0-35,3,165,N,Withdrawn
GGG,2014B,693069,F,North Western Region,Post Graduate Qualification,30-40%,0-35,1,310,N,Withdrawn
FFF,2013J,289397,M,North Western Region,Lower Than A Level,70-80%,35-55,0,120,N,Distinction
AAA,2014J,651814,M,North Region,Lower Than A Level,40-50%,0-35,5,50,N,Pass
FFF,2014J,545916,M,Wales,A Level or Equivalent,20-30%,0-35,6,95,N,Pass
FFF,2014J,653597,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,280,Y,Pass
BBB,2014B,1090738,M,East Anglian Region,HE Qualification,50-60%,35-55,2,70,N,Distinction
DDD,2014J,614871,M,Yorkshire Region,A Level or Equivalent,60-70%,55<=,2,355,N,Withdrawn
CCC,2014J,630178,F,North Western Region,Lower Than A Level,0-10%,35-55,0,280,Y,Pass
EEE,2013B,377695,F,Yorkshire Region,A Level or Equivalent,N/A,0-35,0,400,N,Withdrawn
GGG,2013B,648804,F,London Region,Lower Than A Level,N/A,0-35,4,270,Y,Distinction
DDD,2014J,605475,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,3,280,N,Withdrawn
CCC,2013B,598581,M,Ireland,A Level or Equivalent,50-60%,0-35,3,70,Y,Pass
BBB,2014J,605255,M,North Western Region,Lower Than A Level,70-80%,35-55,2,220,N,Pass
BBB,2014J,631201,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,6,180,Y,Withdrawn
BBB,2013J,690404,F,Scotland,A Level or Equivalent,50-60%,0-35,2,155,N,Withdrawn
FFF,2014J,682482,F,Scotland,HE Qualification,70-80%,35-55,4,355,N,Pass
GGG,2013B,592486,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,6,90,N,Withdrawn
BBB,2014J,2022801,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,160,N,Withdrawn
GGG,2014B,1644647,F,Ireland,Lower Than A Level,10-20,0-35,3,80,N,Pass
FFF,2013J,551953,M,North Western Region,A Level or Equivalent,10-20,55<=,0,155,N,Pass
BBB,2014J,652364,M,Yorkshire Region,A Level or Equivalent,0-10%,55<=,2,95,N,Distinction
BBB,2014J,528506,F,South West Region,Post Graduate Qualification,60-70%,55<=,0,150,N,Pass
CCC,2013J,204996,F,South Region,Post Graduate Qualification,70-80%,0-35,5,80,N,Fail
DDD,2014J,651748,F,Scotland,A Level or Equivalent,10-20,35-55,4,630,Y,Pass
FFF,2013J,597242,M,West Midlands Region,A Level or Equivalent,20-30%,55<=,3,420,N,Withdrawn
BBB,2014B,582494,F,South Region,No Formal quals,70-80%,35-55,0,250,N,Pass
DDD,2013B,560455,M,North Western Region,HE Qualification,80-90%,0-35,5,205,N,Withdrawn
DDD,2013J,614381,M,East Anglian Region,A Level or Equivalent,0-10%,55<=,2,180,N,Pass
CCC,2014J,686378,M,London Region,No Formal quals,50-60%,35-55,1,480,N,Pass
DDD,2013J,548585,F,South East Region,A Level or Equivalent,30-40%,0-35,0,75,N,Distinction
FFF,2014J,687766,F,West Midlands Region,HE Qualification,50-60%,35-55,2,400,N,Withdrawn
CCC,2014B,574983,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,95,N,Withdrawn
DDD,2014B,276808,M,South Region,A Level or Equivalent,40-50%,0-35,5,480,N,Distinction
FFF,2014J,606167,M,North Western Region,Lower Than A Level,0-10%,0-35,0,135,N,Withdrawn
GGG,2013B,559291,F,North Region,HE Qualification,N/A,0-35,2,280,N,Withdrawn
BBB,2014J,546862,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,4,155,N,Fail
GGG,2013J,620081,M,North Western Region,A Level or Equivalent,0-10%,55<=,0,60,N,Pass
AAA,2014B,605890,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction
GGG,2013B,599559,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
AAA,2014B,492979,F,Scotland,HE Qualification,40-50%,0-35,0,210,N,Fail
GGG,2014B,521350,M,Scotland,A Level or Equivalent,70-80%,0-35,2,50,N,Distinction
GGG,2014J,1581243,M,South Region,A Level or Equivalent,50-60%,0-35,2,90,Y,Fail
CCC,2014B,654915,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,5,115,N,Withdrawn
GGG,2014J,586351,F,South Region,A Level or Equivalent,80-90%,35-55,0,100,Y,Fail
GGG,2014B,495489,F,Ireland,A Level or Equivalent,60-70%,35-55,5,150,N,Withdrawn
FFF,2013J,587334,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,2,215,N,Fail
CCC,2013J,1906919,M,South Region,Lower Than A Level,30-40%,0-35,1,110,N,Fail
FFF,2014B,646260,F,North Western Region,A Level or Equivalent,80-90%,55<=,5,255,N,Withdrawn
AAA,2013J,600218,F,North Western Region,HE Qualification,30-40%,55<=,2,60,N,Pass
FFF,2014J,157060,F,South West Region,Lower Than A Level,0-10%,0-35,0,220,N,Fail
FFF,2013J,2439442,F,East Anglian Region,A Level or Equivalent,70-80%,55<=,1,110,N,Pass
EEE,2014B,690075,F,Scotland,A Level or Equivalent,20-30%,0-35,0,255,Y,Distinction
FFF,2013B,676690,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,225,N,Distinction
AAA,2014J,646748,M,South Region,A Level or Equivalent,70-80%,55<=,3,145,N,Pass
CCC,2013B,270988,F,East Anglian Region,Lower Than A Level,20-30%,0-35,6,390,Y,Withdrawn
FFF,2013J,597937,M,London Region,HE Qualification,90-100%,55<=,0,310,Y,Withdrawn
AAA,2013J,534588,F,London Region,A Level or Equivalent,10-20,55<=,5,40,N,Pass
GGG,2013B,627176,F,East Anglian Region,HE Qualification,60-70%,0-35,3,45,N,Withdrawn
BBB,2013J,599289,M,Ireland,Post Graduate Qualification,50-60%,35-55,6,250,Y,Pass
EEE,2014B,348771,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,2,45,N,Pass
DDD,2014J,597433,M,South Region,A Level or Equivalent,10-20,0-35,4,60,N,Withdrawn
CCC,2014B,653097,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,90,N,Pass
DDD,2014J,633983,M,Wales,A Level or Equivalent,20-30%,35-55,5,60,N,Withdrawn
EEE,2014J,555022,M,South Region,A Level or Equivalent,90-100%,0-35,4,175,N,Withdrawn
DDD,2014B,1847481,M,London Region,A Level or Equivalent,10-20,0-35,1,330,N,Pass
DDD,2013J,543756,M,South East Region,A Level or Equivalent,80-90%,55<=,0,220,Y,Withdrawn
BBB,2014J,1573624,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,40,Y,Pass
CCC,2013J,475078,F,Ireland,HE Qualification,90-100%,55<=,6,150,N,Withdrawn
GGG,2014J,543845,M,London Region,A Level or Equivalent,90-100%,0-35,0,45,Y,Pass
FFF,2013J,134847,M,East Anglian Region,Lower Than A Level,40-50%,35-55,5,40,Y,Pass
GGG,2014J,349424,F,Yorkshire Region,No Formal quals,50-60%,35-55,0,90,N,Pass
FFF,2013J,297218,M,South West Region,Lower Than A Level,50-60%,35-55,2,300,Y,Fail
BBB,2014J,493999,F,South Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
AAA,2014B,543095,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,345,N,Pass
BBB,2014J,487556,M,East Anglian Region,Post Graduate Qualification,20-30%,0-35,4,540,N,Pass
FFF,2013J,594341,F,Wales,A Level or Equivalent,70-80%,55<=,0,360,N,Fail
CCC,2014J,696664,M,Wales,A Level or Equivalent,20-30%,0-35,3,420,N,Withdrawn
GGG,2014J,1106724,F,Scotland,Lower Than A Level,0-10%,0-35,2,60,N,Withdrawn
FFF,2014J,485766,M,North Western Region,A Level or Equivalent,0-10%,35-55,3,115,N,Withdrawn
FFF,2013J,572396,M,West Midlands Region,Post Graduate Qualification,60-70%,0-35,0,205,Y,Pass
FFF,2014J,565209,F,South Region,A Level or Equivalent,30-40%,35-55,0,370,Y,Pass
FFF,2014J,690767,M,London Region,Lower Than A Level,30-40%,0-35,6,175,N,Pass
BBB,2013J,624039,M,North Region,A Level or Equivalent,20-30%,55<=,1,220,N,Pass
FFF,2014B,649742,M,East Anglian Region,HE Qualification,50-60%,0-35,1,315,N,Distinction
DDD,2013J,688811,M,East Anglian Region,A Level or Equivalent,10-20,0-35,5,205,N,Withdrawn
FFF,2014B,627290,M,Wales,A Level or Equivalent,10-20,0-35,6,90,N,Withdrawn
DDD,2014B,643672,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,85,N,Distinction
GGG,2013J,687975,F,South West Region,Post Graduate Qualification,10-20,35-55,0,180,N,Withdrawn
EEE,2014J,471669,F,South Region,Lower Than A Level,20-30%,0-35,3,215,N,Pass
CCC,2013B,403052,M,Wales,No Formal quals,50-60%,35-55,1,280,N,Fail
DDD,2014J,381640,M,London Region,A Level or Equivalent,0-10%,0-35,3,210,Y,Pass
BBB,2013J,465730,M,Scotland,A Level or Equivalent,20-30%,35-55,0,585,N,Withdrawn
CCC,2013B,522894,F,Scotland,HE Qualification,60-70%,55<=,1,50,N,Pass
BBB,2014J,629978,F,North Region,Lower Than A Level,20-30%,0-35,1,540,N,Pass
FFF,2013J,596981,M,South West Region,A Level or Equivalent,80-90%,55<=,5,45,N,Withdrawn
EEE,2014B,2355274,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,2,420,Y,Distinction
CCC,2014B,1930949,M,South West Region,HE Qualification,90-100%,35-55,0,30,N,Fail
GGG,2014B,508452,F,Yorkshire Region,A Level or Equivalent,0-10%,55<=,0,45,N,Withdrawn
BBB,2013B,439109,M,North Region,Lower Than A Level,10-20,55<=,0,120,N,Withdrawn
CCC,2014J,686358,M,Wales,Lower Than A Level,80-90%,35-55,1,270,N,Withdrawn
AAA,2013J,613106,M,South West Region,A Level or Equivalent,40-50%,35-55,4,110,Y,Fail
EEE,2014J,690962,F,Scotland,No Formal quals,40-50%,35-55,0,110,N,Pass
DDD,2013J,604997,F,Wales,Post Graduate Qualification,0-10%,0-35,0,70,N,Withdrawn
EEE,2014J,1868389,M,Scotland,A Level or Equivalent,20-30%,0-35,5,360,Y,Pass
AAA,2014J,591549,F,East Anglian Region,Post Graduate Qualification,10-20,55<=,5,30,N,Pass
DDD,2014J,2111666,F,East Anglian Region,A Level or Equivalent,60-70%,55<=,0,400,N,Fail
AAA,2014B,576765,F,South West Region,A Level or Equivalent,90-100%,35-55,6,65,N,Pass
CCC,2014J,624060,M,Scotland,A Level or Equivalent,20-30%,0-35,0,95,Y,Distinction
FFF,2014B,507115,F,South Region,A Level or Equivalent,10-20,35-55,5,80,N,Withdrawn
GGG,2014J,573704,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,150,N,Pass
DDD,2013J,568184,F,South West Region,A Level or Equivalent,90-100%,55<=,0,180,N,Withdrawn
FFF,2014J,402502,M,South Region,A Level or Equivalent,50-60%,35-55,2,155,N,Fail
BBB,2013B,604398,M,Scotland,A Level or Equivalent,10-20,0-35,4,250,N,Pass
BBB,2013B,584733,F,Scotland,HE Qualification,0-10%,0-35,0,280,N,Distinction
CCC,2013B,349910,M,North Western Region,A Level or Equivalent,40-50%,0-35,6,60,Y,Pass
GGG,2014J,569864,M,South Region,Lower Than A Level,50-60%,35-55,6,110,N,Pass
GGG,2013J,2593755,M,East Anglian Region,Lower Than A Level,20-30%,0-35,3,315,Y,Pass
FFF,2014B,628363,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,150,N,Pass
AAA,2014J,1735651,F,South Region,Post Graduate Qualification,20-30%,35-55,5,240,N,Distinction
BBB,2014J,592206,F,Wales,Lower Than A Level,0-10%,0-35,1,105,Y,Pass
FFF,2014B,532464,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,270,Y,Pass
FFF,2014B,582003,M,North Region,HE Qualification,20-30%,55<=,0,420,Y,Pass
FFF,2014J,677018,M,Wales,A Level or Equivalent,0-10%,0-35,0,430,N,Fail
DDD,2014B,582768,F,London Region,Post Graduate Qualification,30-40%,0-35,1,215,N,Pass
BBB,2013J,558333,F,Wales,Lower Than A Level,20-30%,55<=,4,85,Y,Fail
DDD,2014J,496671,M,South Region,A Level or Equivalent,10-20,35-55,0,75,N,Withdrawn
BBB,2014J,586843,F,South Region,A Level or Equivalent,30-40%,55<=,3,60,N,Withdrawn
BBB,2013J,614571,M,Yorkshire Region,Lower Than A Level,40-50%,55<=,2,140,N,Pass
EEE,2013J,632795,F,North Western Region,A Level or Equivalent,0-10%,55<=,4,110,N,Distinction
FFF,2013B,521164,F,East Anglian Region,HE Qualification,0-10%,55<=,2,345,N,Fail
GGG,2014B,642250,M,Scotland,A Level or Equivalent,0-10%,0-35,5,115,N,Pass
CCC,2014J,631230,M,Scotland,Lower Than A Level,40-50%,0-35,5,280,N,Pass
FFF,2014J,597114,F,Ireland,Post Graduate Qualification,0-10%,0-35,6,75,N,Distinction
GGG,2014B,623859,M,West Midlands Region,No Formal quals,30-40%,0-35,0,175,N,Withdrawn
BBB,2013J,2332934,M,Scotland,A Level or Equivalent,10-20,35-55,0,200,Y,Pass
DDD,2013B,655417,M,Wales,No Formal quals,70-80%,55<=,2,400,Y,Fail
EEE,2014B,292923,F,South Region,A Level or Equivalent,50-60%,0-35,3,205,N,Fail
GGG,2014J,416302,M,East Midlands Region,A Level or Equivalent,10-20,55<=,6,400,Y,Distinction
AAA,2014J,571276,M,Scotland,A Level or Equivalent,60-70%,35-55,5,190,Y,Distinction
GGG,2014B,676258,M,South East Region,A Level or Equivalent,90-100%,35-55,3,330,N,Distinction
AAA,2013J,678843,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,1,145,N,Distinction
FFF,2014J,150121,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
AAA,2013J,342475,M,West Midlands Region,Post Graduate Qualification,70-80%,0-35,4,60,N,Withdrawn
DDD,2014J,552485,M,London Region,HE Qualification,20-30%,35-55,0,235,N,Pass
FFF,2014J,542036,M,London Region,Lower Than A Level,10-20,0-35,1,540,N,Fail
GGG,2013J,74169,F,South Region,Post Graduate Qualification,40-50%,35-55,0,200,N,Fail
GGG,2013J,527227,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,210,N,Pass
BBB,2013B,418623,M,North Western Region,Lower Than A Level,40-50%,0-35,1,55,N,Withdrawn
DDD,2013J,581520,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,370,N,Distinction
BBB,2013B,1633695,M,West Midlands Region,No Formal quals,30-40%,55<=,5,135,N,Withdrawn
GGG,2013J,598420,F,Ireland,A Level or Equivalent,90-100%,55<=,4,270,N,Fail
CCC,2014B,386121,F,Ireland,Post Graduate Qualification,40-50%,0-35,0,145,Y,Pass
EEE,2013B,578022,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
DDD,2014J,678088,F,North Western Region,A Level or Equivalent,40-50%,55<=,0,115,Y,Withdrawn
GGG,2014J,620922,M,West Midlands Region,Lower Than A Level,10-20,0-35,2,180,N,Fail
BBB,2014B,632463,F,East Anglian Region,A Level or Equivalent,N/A,0-35,0,145,Y,Distinction
CCC,2014J,614159,F,South East Region,HE Qualification,50-60%,35-55,0,140,N,Distinction
FFF,2013J,546912,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,310,Y,Withdrawn
DDD,2014J,633467,M,Yorkshire Region,Lower Than A Level,80-90%,35-55,5,70,Y,Withdrawn
BBB,2014J,504936,M,South West Region,Lower Than A Level,10-20,55<=,3,150,N,Fail
CCC,2013J,104316,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,4,110,Y,Fail
AAA,2014J,651398,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,2,100,N,Pass
FFF,2013J,510401,M,North Region,No Formal quals,50-60%,0-35,0,280,N,Withdrawn
FFF,2013J,2419115,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,6,480,N,Withdrawn
CCC,2013J,681210,M,Yorkshire Region,No Formal quals,N/A,35-55,0,140,N,Fail
BBB,2013J,574099,M,Scotland,Post Graduate Qualification,70-80%,0-35,0,210,Y,Pass
AAA,2014B,556427,M,South West Region,No Formal quals,40-50%,0-35,0,540,N,Pass
GGG,2014J,2643007,F,Scotland,HE Qualification,10-20,35-55,2,255,N,Fail
GGG,2014B,574871,M,South Region,HE Qualification,60-70%,0-35,1,70,N,Pass
BBB,2013B,693899,M,South East Region,A Level or Equivalent,80-90%,35-55,3,115,N,Pass
FFF,2013J,408371,F,Wales,A Level or Equivalent,50-60%,0-35,6,180,Y,Pass
BBB,2013B,647215,F,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Fail
DDD,2013J,683449,M,East Anglian Region,HE Qualification,0-10%,0-35,1,270,Y,Fail
BBB,2014J,559328,F,Scotland,A Level or Equivalent,90-100%,0-35,2,60,N,Fail
FFF,2014B,649891,F,East Anglian Region,No Formal quals,30-40%,0-35,2,400,Y,Fail
DDD,2014B,631444,M,South West Region,Lower Than A Level,0-10%,35-55,6,180,N,Pass
EEE,2014J,572154,M,North Western Region,A Level or Equivalent,20-30%,35-55,4,540,N,Withdrawn
BBB,2014J,1689069,F,North Western Region,A Level or Equivalent,10-20,0-35,6,180,Y,Withdrawn
DDD,2014B,596296,F,Scotland,HE Qualification,10-20,0-35,0,420,N,Pass
FFF,2013J,169079,M,West Midlands Region,Lower Than A Level,80-90%,0-35,4,135,N,Withdrawn
BBB,2014B,645867,F,East Anglian Region,A Level or Equivalent,70-80%,55<=,4,55,N,Distinction
BBB,2014B,484436,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,145,N,Pass
FFF,2013B,602792,M,Scotland,A Level or Equivalent,20-30%,0-35,0,130,N,Distinction
DDD,2014J,594881,M,South East Region,A Level or Equivalent,90-100%,0-35,3,180,N,Distinction
BBB,2013J,541763,F,West Midlands Region,A Level or Equivalent,30-40%,55<=,1,85,N,Fail
DDD,2014J,472327,M,North Region,HE Qualification,30-40%,55<=,5,135,N,Distinction
BBB,2013J,607794,M,East Anglian Region,Lower Than A Level,0-10%,0-35,3,300,N,Pass
BBB,2014B,182824,F,Scotland,A Level or Equivalent,20-30%,0-35,0,90,Y,Fail
FFF,2013B,2559144,M,South Region,Lower Than A Level,70-80%,0-35,5,40,Y,Distinction
GGG,2014J,623055,F,North Region,A Level or Equivalent,0-10%,35-55,5,60,N,Distinction
CCC,2014B,62975,M,Ireland,Lower Than A Level,50-60%,35-55,2,180,Y,Pass
CCC,2014J,283133,F,South East Region,Lower Than A Level,90-100%,55<=,4,330,N,Pass
BBB,2014B,586436,M,South West Region,A Level or Equivalent,60-70%,35-55,2,195,N,Withdrawn
FFF,2013J,559979,M,South East Region,A Level or Equivalent,50-60%,55<=,0,180,Y,Fail
CCC,2014J,419228,F,South West Region,HE Qualification,0-10%,0-35,0,540,N,Distinction
GGG,2013J,653144,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,170,N,Fail
EEE,2013J,612119,F,Wales,A Level or Equivalent,10-20,0-35,0,150,N,Pass
BBB,2014B,560326,M,South Region,Lower Than A Level,90-100%,0-35,4,655,N,Pass
CCC,2013B,650464,F,South West Region,A Level or Equivalent,90-100%,55<=,5,90,Y,Withdrawn
DDD,2013J,568644,M,South East Region,A Level or Equivalent,40-50%,35-55,6,150,Y,Pass
AAA,2013J,629990,F,South West Region,Lower Than A Level,50-60%,0-35,0,270,Y,Withdrawn
EEE,2013B,580768,F,Scotland,Lower Than A Level,40-50%,0-35,3,280,Y,Pass
FFF,2014J,601551,M,South Region,Lower Than A Level,0-10%,0-35,0,540,N,Withdrawn
