code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
FFF,2013J,507523,M,North Western Region,A Level or Equivalent,0-10%,55<=,0,90,N,Withdrawn
DDD,2014B,1976004,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,110,N,Pass
DDD,2014J,2173688,M,Scotland,A Level or Equivalent,80-90%,0-35,1,370,N,Withdrawn
BBB,2014B,603108,F,Yorkshire Region,HE Qualification,70-80%,35-55,4,585,Y,Pass
FFF,2013B,620356,F,East Anglian Region,A Level or Equivalent,10-20,35-55,1,150,N,Withdrawn
BBB,2013J,561419,F,Scotland,Lower Than A Level,10-20,55<=,0,255,N,Pass
FFF,2014B,548813,F,North Western Region,No Formal quals,60-70%,35-55,1,430,Y,Distinction
GGG,2013J,696073,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,235,N,Pass
EEE,2014J,151800,F,East Midlands Region,No Formal quals,90-100%,0-35,2,90,N,Pass
FFF,2013J,522859,M,North Western Region,A Level or Equivalent,50-60%,55<=,6,95,Y,Fail
BBB,2014J,633429,M,North Western Region,A Level or Equivalent,0-10%,0-35,6,80,N,Fail
DDD,2014J,600680,F,North Western Region,HE Qualification,30-40%,0-35,2,60,N,Pass
BBB,2013J,577464,M,Wales,A Level or Equivalent,50-60%,55<=,6,85,N,Fail
AAA,2014J,2367887,M,East Midlands Region,No Formal quals,70-80%,0-35,0,50,Y,Withdrawn
BBB,2013J,586407,M,South West Region,A Level or Equivalent,30-40%,0-35,3,270,N,Withdrawn
GGG,2014B,678929,M,Ireland,A Level or Equivalent,50-60%,0-35,2,105,N,Fail
AAA,2013B,504028,F,Scotland,Lower Than A Level,20-30%,0-35,1,165,N,Pass
EEE,2014B,1106724,M,East Midlands Region,Lower Than A Level,20-30%,55<=,2,150,N,Pass
FFF,2013B,553410,M,South East Region,Lower Than A Level,80-90%,55<=,6,200,N,Withdrawn
FFF,2014B,550703,M,London Region,A Level or Equivalent,60-70%,0-35,5,105,N,Fail
BBB,2014J,278794,M,East Midlands Region,No Formal quals,0-10%,55<=,5,180,Y,Fail
FFF,2013J,680569,M,North Western Region,Lower Than A Level,N/A,35-55,2,255,N,Pass
AAA,2014J,656073,F,South West Region,Lower Than A Level,10-20,0-35,1,300,N,Distinction
DDD,2013J,632725,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,5,630,N,Pass
EEE,2013B,957467,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,5,145,Y,Withdrawn
FFF,2013B,605703,F,Yorkshire Region,Lower Than A Level,70-80%,55<=,1,220,Y,Distinction
CCC,2013B,502207,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,2,160,N,Withdrawn
BBB,2014J,627569,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,4,195,N,Pass
BBB,2013B,615249,M,South West Region,Lower Than A Level,0-10%,0-35,6,170,N,Fail
CCC,2014J,601414,F,South West Region,A Level or Equivalent,10-20,0-35,0,130,Y,Pass
GGG,2013B,550903,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,5,205,N,Fail
DDD,2013J,547128,M,West Midlands Region,A Level or Equivalent,20-30%,55<=,3,155,N,Pass
BBB,2013B,323606,F,South West Region,Lower Than A Level,0-10%,35-55,4,95,N,Withdrawn
BBB,2013B,596978,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,585,N,Withdrawn
AAA,2014J,521764,F,East Anglian Region,No Formal quals,80-90%,0-35,1,300,Y,Pass
DDD,2014J,429958,F,London Region,A Level or Equivalent,10-20,35-55,1,65,N,Withdrawn
GGG,2014J,306886,F,South Region,HE Qualification,30-40%,55<=,5,345,N,Fail
GGG,2013J,298696,M,North Region,A Level or Equivalent,10-20,35-55,6,50,N,Pass
BBB,2014J,140719,F,West Midlands Region,A Level or Equivalent,N/A,35-55,6,85,N,Distinction
BBB,2014B,2477040,M,Wales,Post Graduate Qualification,50-60%,55<=,0,400,N,Withdrawn
GGG,2014B,1023623,M,South West Region,Post Graduate Qualification,30-40%,0-35,6,420,N,Withdrawn
FFF,2014J,549401,F,South East Region,A Level or Equivalent,0-10%,35-55,6,60,N,Pass
CCC,2013J,504234,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,50,N,Distinction
BBB,2014B,402596,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,315,Y,Pass
DDD,2014J,2425156,M,North Western Region,Lower Than A Level,70-80%,0-35,2,145,N,Fail
CCC,2013B,422534,M,North Western Region,A Level or Equivalent,0-10%,55<=,1,330,N,Pass
FFF,2014B,429494,M,Scotland,A Level or Equivalent,50-60%,0-35,6,40,N,Fail
CCC,2014J,647126,F,North Region,A Level or Equivalent,80-90%,35-55,5,255,Y,Withdrawn
BBB,2013J,604228,M,South East Region,A Level or Equivalent,90-100%,35-55,0,150,Y,Pass
FFF,2013B,595850,M,South West Region,Lower Than A Level,80-90%,0-35,6,110,Y,Withdrawn
BBB,2013J,629877,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,5,175,N,Pass
FFF,2013B,603155,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,3,40,N,Distinction
DDD,2014J,34653,M,London Region,HE Qualification,90-100%,0-35,4,235,Y,Pass
FFF,2013J,132976,F,South Region,A Level or Equivalent,30-40%,0-35,5,55,N,Pass
DDD,2013J,634547,M,South West Region,Post Graduate Qualification,40-50%,55<=,5,110,N,Withdrawn
FFF,2014J,583031,F,East Anglian Region,Lower Than A Level,30-40%,0-35,4,90,N,Pass
BBB,2013J,546164,M,Ireland,A Level or Equivalent,0-10%,55<=,1,355,Y,Distinction
GGG,2013J,574748,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,4,315,N,Fail
CCC,2014B,1829051,F,North Region,No Formal quals,30-40%,0-35,4,45,N,Withdrawn
GGG,2013J,2406709,M,East Anglian Region,No Formal quals,20-30%,55<=,6,140,Y,Pass
GGG,2014B,2176759,M,London Region,A Level or Equivalent,70-80%,55<=,0,585,N,Fail
BBB,2013J,584553,F,Scotland,Lower Than A Level,90-100%,35-55,4,400,Y,Pass
CCC,2013J,553825,F,South East Region,A Level or Equivalent,40-50%,55<=,5,330,Y,Pass
FFF,2014J,678144,F,South Region,Lower Than A Level,80-90%,55<=,1,420,N,Distinction
BBB,2014J,524968,M,London Region,Lower Than A Level,90-100%,35-55,4,225,N,Distinction
FFF,2014J,1618738,M,South West Region,No Formal quals,80-90%,35-55,4,90,N,Withdrawn
AAA,2014B,383967,F,Scotland,Lower Than A Level,90-100%,0-35,2,150,N,Pass
FFF,2014J,369119,M,London Region,No Formal quals,30-40%,35-55,0,90,N,Withdrawn
BBB,2014J,549973,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,310,Y,Withdrawn
EEE,2014J,602826,M,London Region,No Formal quals,30-40%,35-55,2,315,N,Pass
CCC,2014B,1563203,M,Scotland,HE Qualification,70-80%,0-35,4,345,N,Pass
BBB,2014J,345313,M,South West Region,HE Qualification,10-20,55<=,2,195,N,Withdrawn
AAA,2013J,681961,M,Wales,No Formal quals,30-40%,35-55,2,70,N,Fail
AAA,2014B,601783,M,East Anglian Region,Lower Than A Level,10-20,35-55,5,255,Y,Pass
EEE,2014J,624445,F,Ireland,No Formal quals,0-10%,0-35,0,480,N,Fail
CCC,2014J,266744,M,South Region,Lower Than A Level,70-80%,35-55,3,200,N,Pass
AAA,2014J,651609,M,South Region,A Level or Equivalent,60-70%,35-55,4,40,Y,Pass
GGG,2013B,497925,F,South Region,A Level or Equivalent,30-40%,0-35,6,540,N,Withdrawn
FFF,2014B,606762,F,North Region,Post Graduate Qualification,90-100%,55<=,2,630,Y,Withdrawn
GGG,2014J,624493,M,East Midlands Region,Lower Than A Level,80-90%,35-55,0,390,N,Withdrawn
BBB,2014B,494948,F,Wales,Post Graduate Qualification,80-90%,0-35,3,45,Y,Distinction
DDD,2014J,2596553,M,North Region,A Level or Equivalent,80-90%,35-55,4,95,Y,Distinction
GGG,2013J,269764,M,South Region,A Level or Equivalent,10-20,55<=,0,225,N,Fail
DDD,2013J,599491,F,Wales,A Level or Equivalent,80-90%,0-35,3,655,Y,Withdrawn
DDD,2013B,588397,F,Yorkshire Region,HE Qualification,40-50%,0-35,5,150,N,Withdrawn
CCC,2014J,35796,M,Wales,A Level or Equivalent,80-90%,35-55,5,115,N,Withdrawn
BBB,2014B,617348,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,585,Y,Pass
GGG,2014B,624740,F,South Region,Lower Than A Level,90-100%,0-35,4,390,N,Pass
GGG,2014J,626801,F,East Anglian Region,HE Qualification,20-30%,35-55,0,30,N,Pass
DDD,2014J,427704,M,Scotland,Lower Than A Level,70-80%,0-35,6,420,Y,Pass
BBB,2014J,147876,F,South Region,A Level or Equivalent,0-10%,55<=,1,355,N,Distinction
DDD,2013B,686309,F,East Anglian Region,A Level or Equivalent,10-20,55<=,0,175,Y,Distinction
AAA,2013B,105629,F,East Midlands Region,Lower Than A Level,0-10%,0-35,3,270,N,Pass
BBB,2013B,561714,M,North Western Region,A Level or Equivalent,70-80%,0-35,2,255,N,Distinction
EEE,2014J,622280,M,Ireland,A Level or Equivalent,80-90%,35-55,5,150,N,Withdrawn
BBB,2013J,36347,F,East Anglian Region,Lower Than A Level,10-20,0-35,5,390,N,Withdrawn
GGG,2014B,301987,M,South Region,A Level or Equivalent,0-10%,0-35,5,30,N,Fail
FFF,2014B,384636,F,North Western Region,Lower Than A Level,20-30%,35-55,0,40,N,Pass
BBB,2014J,580798,F,West Midlands Region,No Formal quals,30-40%,0-35,0,145,Y,Fail
AAA,2013J,428142,F,South Region,HE Qualification,N/A,0-35,4,480,Y,Pass
BBB,2013J,683947,M,South Region,A Level or Equivalent,0-10%,35-55,4,65,N,Pass
BBB,2014J,2285405,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,2,105,Y,Distinction
GGG,2013B,519800,F,South East Region,A Level or Equivalent,50-60%,55<=,0,65,N,Withdrawn
BBB,2013J,692646,F,North Western Region,No Formal quals,70-80%,55<=,2,140,N,Withdrawn
EEE,2013J,1982833,M,Yorkshire Region,HE Qualification,20-30%,0-35,6,370,N,Pass
FFF,2014J,1866233,M,Yorkshire Region,Lower Than A Level,60-70%,55<=,2,30,N,Withdrawn
DDD,2013J,689217,M,Yorkshire Region,HE Qualification,30-40%,35-55,5,205,N,Distinction
GGG,2014B,608047,F,North Region,A Level or Equivalent,20-30%,0-35,4,420,N,Pass
AAA,2013B,625544,M,South West Region,A Level or Equivalent,30-40%,35-55,5,315,Y,Distinction
FFF,2014J,2486930,F,North Region,No Formal quals,50-60%,35-55,6,330,N,Pass
CCC,2013J,521377,M,East Anglian Region,A Level or Equivalent,20-30%,55<=,4,630,Y,Distinction
BBB,2013J,634340,M,Scotland,A Level or Equivalent,70-80%,0-35,6,80,N,Pass
FFF,2014J,580342,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,105,N,Pass
AAA,2014J,550026,F,Yorkshire Region,HE Qualification,90-100%,35-55,1,50,Y,Pass
AAA,2014B,615266,M,North Western Region,Lower Than A Level,80-90%,0-35,5,100,N,Distinction
BBB,2013J,562783,F,London Region,Lower Than A Level,90-100%,55<=,0,90,N,Distinction
BBB,2013J,696515,F,London Region,Lower Than A Level,30-40%,35-55,1,330,N,Fail
EEE,2014J,187663,M,Ireland,A Level or Equivalent,20-30%,35-55,5,255,N,Pass
FFF,2014J,2605337,M,East Midlands Region,No Formal quals,10-20,0-35,0,540,N,Withdrawn
CCC,2014J,628308,F,Scotland,Post Graduate Qualification,0-10%,55<=,6,115,N,Fail
AAA,2013J,2566163,M,Yorkshire Region,HE Qualification,20-30%,0-35,2,115,N,Pass
AAA,2013B,2688166,M,London Region,A Level or Equivalent,40-50%,55<=,0,140,N,Distinction
AAA,2014J,629342,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,6,120,N,Pass
CCC,2014J,107883,F,Scotland,Post Graduate Qualification,50-60%,0-35,5,630,N,Fail
CCC,2014J,642694,M,Scotland,Post Graduate Qualification,40-50%,35-55,6,220,Y,Pass
FFF,2013J,581523,F,East Anglian Region,HE Qualification,0-10%,0-35,0,540,Y,Distinction
CCC,2014J,600428,M,West Midlands Region,Lower Than A Level,70-80%,35-55,3,180,Y,Withdrawn
BBB,2013B,320363,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
GGG,2014B,313975,M,Ireland,A Level or Equivalent,70-80%,55<=,0,200,N,Pass
GGG,2014B,677947,F,North Region,A Level or Equivalent,70-80%,0-35,5,30,N,Withdrawn
FFF,2013J,590392,M,London Region,A Level or Equivalent,0-10%,55<=,2,90,Y,Pass
EEE,2014J,563820,F,South Region,Lower Than A Level,50-60%,0-35,4,255,N,Pass
FFF,2014J,623326,M,South West Region,A Level or Equivalent,30-40%,35-55,0,75,Y,Fail
BBB,2013B,611489,M,North Region,A Level or Equivalent,30-40%,55<=,5,45,Y,Fail
BBB,2013J,541832,F,South West Region,Lower Than A Level,0-10%,35-55,0,540,N,Distinction
CCC,2013J,655086,M,South Region,A Level or Equivalent,40-50%,0-35,4,100,Y,Fail
CCC,2013J,544108,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,6,40,Y,Withdrawn
GGG,2014J,616688,M,South West Region,A Level or Equivalent,50-60%,0-35,1,135,N,Withdrawn
DDD,2013B,620129,M,South East Region,A Level or Equivalent,10-20,55<=,2,370,N,Distinction
GGG,2014J,410842,M,West Midlands Region,Post Graduate Qualification,0-10%,35-55,3,240,N,Withdrawn
DDD,2013J,622413,F,South West Region,A Level or Equivalent,70-80%,55<=,5,200,N,Pass
CCC,2014B,600202,F,Ireland,Post Graduate Qualification,40-50%,0-35,4,75,N,Withdrawn
FFF,2014J,618583,M,London Region,No Formal quals,40-50%,55<=,3,90,N,Distinction
EEE,2014B,547464,F,Wales,No Formal quals,50-60%,55<=,3,40,N,Pass
CCC,2013J,620304,M,South Region,Lower Than A Level,60-70%,0-35,6,110,Y,Withdrawn
GGG,2013J,64777,F,East Midlands Region,A Level or Equivalent,60-70%,55<=,5,255,Y,Pass
BBB,2014J,494164,M,South Region,Post Graduate Qualification,10-20,55<=,6,70,Y,Withdrawn
FFF,2013J,694155,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,55,Y,Withdrawn
AAA,2014J,407731,M,South Region,A Level or Equivalent,60-70%,0-35,0,90,Y,Withdrawn
FFF,2014J,510141,M,South East Region,Lower Than A Level,30-40%,0-35,0,50,N,Distinction
BBB,2014J,29820,F,Wales,Lower Than A Level,0-10%,55<=,0,75,N,Withdrawn
EEE,2013B,400630,F,Wales,A Level or Equivalent,90-100%,55<=,3,175,N,Pass
FFF,2013J,134847,M,North Western Region,No Formal quals,90-100%,35-55,0,585,N,Withdrawn
DDD,2014B,494903,M,West Midlands Region,A Level or Equivalent,0-10%,55<=,0,105,Y,Fail
EEE,2013J,622573,F,South West Region,Post Graduate Qualification,40-50%,35-55,6,215,Y,Withdrawn
BBB,2014B,577096,M,Scotland,Lower Than A Level,10-20,55<=,4,65,N,Pass
DDD,2014B,270256,F,South Region,A Level or Equivalent,60-70%,0-35,6,30,N,Fail
DDD,2013J,622038,F,South West Region,HE Qualification,90-100%,0-35,1,180,N,Distinction
DDD,2013J,380204,F,South West Region,A Level or Equivalent,90-100%,35-55,6,90,N,Pass
GGG,2013B,604633,M,South East Region,A Level or Equivalent,0-10%,0-35,6,210,N,Pass
CCC,2014J,591193,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,2,65,Y,Withdrawn
FFF,2013J,644474,F,South Region,A Level or Equivalent,0-10%,35-55,2,95,N,Withdrawn
DDD,2013B,472049,M,London Region,A Level or Equivalent,40-50%,0-35,6,400,N,Pass
CCC,2014J,1877015,F,Scotland,A Level or Equivalent,30-40%,35-55,1,180,N,Fail
FFF,2013B,682863,M,North Western Region,No Formal quals,70-80%,0-35,1,255,Y,Withdrawn
DDD,2014B,581003,M,Ireland,Lower Than A Level,50-60%,55<=,2,75,Y,Fail
GGG,2014J,577035,M,Wales,Lower Than A Level,40-50%,55<=,0,325,Y,Pass
GGG,2014B,650424,F,South East Region,HE Qualification,50-60%,0-35,2,390,N,Distinction
FFF,2014J,674226,M,London Region,Lower Than A Level,60-70%,0-35,5,65,Y,Pass
GGG,2014J,628766,M,Yorkshire Region,Post Graduate Qualification,10-20,55<=,4,310,N,Pass
GGG,2014J,303595,M,South Region,Lower Than A Level,0-10%,0-35,3,205,N,Withdrawn
GGG,2014B,2675343,F,South Region,Lower Than A Level,0-10%,55<=,1,240,Y,Distinction
GGG,2014J,634298,M,East Midlands Region,A Level or Equivalent,0-10%,35-55,3,90,N,Fail
BBB,2013J,538202,F,West Midlands Region,HE Qualification,20-30%,35-55,2,255,N,Fail
EEE,2013J,88957,M,Wales,A Level or Equivalent,50-60%,35-55,6,65,N,Pass
BBB,2013J,599837,F,Ireland,A Level or Equivalent,40-50%,35-55,5,115,N,Fail
DDD,2014J,604110,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,2,120,Y,Withdrawn
AAA,2014J,646953,M,East Anglian Region,Post Graduate Qualification,60-70%,35-55,5,330,Y,Withdrawn
DDD,2013B,2630796,F,South Region,A Level or Equivalent,30-40%,0-35,6,85,Y,Withdrawn
DDD,2014B,2372788,M,North Region,HE Qualification,0-10%,55<=,0,90,N,Pass
BBB,2014J,643510,M,Wales,Post Graduate Qualification,10-20,0-35,5,65,N,Pass
BBB,2013B,121000,F,North Region,Lower Than A Level,20-30%,0-35,2,105,N,Distinction
BBB,2013J,385681,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,90,N,Pass
FFF,2014J,576541,M,East Midlands Region,HE Qualification,70-80%,0-35,6,215,N,Pass
GGG,2013B,529078,M,South West Region,HE Qualification,30-40%,0-35,5,190,Y,Distinction
BBB,2014B,587838,M,Scotland,A Level or Equivalent,20-30%,35-55,1,100,Y,Distinction
GGG,2014B,515070,F,Wales,Post Graduate Qualification,80-90%,0-35,0,300,N,Pass
CCC,2014B,630881,M,Ireland,No Formal quals,70-80%,55<=,5,655,Y,Withdrawn
GGG,2014J,581247,M,East Midlands Region,A Level or Equivalent,10-20,0-35,5,80,N,Distinction
GGG,2014B,624077,F,South West Region,A Level or Equivalent,N/A,0-35,0,420,N,Withdrawn
BBB,2013J,636875,M,South Region,A Level or Equivalent,40-50%,35-55,0,90,N,Distinction
AAA,2014J,582288,M,North Western Region,Lower Than A Level,80-90%,0-35,0,135,N,Withdrawn
CCC,2014B,525217,F,Scotland,A Level or Equivalent,N/A,0-35,0,235,N,Withdrawn
GGG,2014B,541887,M,Scotland,Lower Than A Level,60-70%,0-35,6,190,N,Withdrawn
GGG,2013J,560948,M,London Region,Post Graduate Qualification,20-30%,55<=,2,420,N,Pass
GGG,2014J,693387,M,London Region,A Level or Equivalent,40-50%,35-55,4,280,Y,Fail
FFF,2014J,141827,M,South West Region,Post Graduate Qualification,50-60%,55<=,5,630,Y,Pass
EEE,2013B,686515,M,Ireland,A Level or Equivalent,70-80%,0-35,2,255,N,Pass
FFF,2014J,578797,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,5,115,N,Distinction
CCC,2014B,655600,M,South Region,A Level or Equivalent,90-100%,55<=,6,70,Y,Pass
BBB,2014J,236620,M,North Western Region,Lower Than A Level,30-40%,0-35,3,50,Y,Withdrawn
FFF,2014B,557155,F,East Anglian Region,Post Graduate Qualification,70-80%,0-35,1,390,N,Pass
BBB,2013J,616672,M,East Midlands Region,No Formal quals,30-40%,35-55,0,280,N,Distinction
FFF,2013B,510142,F,Ireland,No Formal quals,30-40%,0-35,2,400,N,Pass
DDD,2013B,611407,M,Scotland,A Level or Equivalent,40-50%,0-35,0,90,Y,Distinction
BBB,2014B,621322,M,Scotland,A Level or Equivalent,50-60%,0-35,4,55,N,Pass
GGG,2014B,2634654,M,Scotland,Lower Than A Level,70-80%,55<=,1,220,N,Withdrawn
DDD,2014J,527225,M,Ireland,A Level or Equivalent,30-40%,35-55,3,400,Y,Withdrawn
DDD,2013J,538202,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,2,255,N,Withdrawn
AAA,2014J,630655,M,London Region,Lower Than A Level,20-30%,0-35,5,630,Y,Pass
DDD,2013J,465629,F,West Midlands Region,Lower Than A Level,10-20,55<=,1,210,N,Fail
BBB,2013J,515052,M,East Midlands Region,A Level or Equivalent,N/A,0-35,6,315,N,Withdrawn
GGG,2013B,551891,M,Ireland,Lower Than A Level,0-10%,35-55,0,90,N,Withdrawn
BBB,2014J,605876,M,East Anglian Region,No Formal quals,20-30%,0-35,1,310,N,Pass
DDD,2014B,558042,F,South Region,No Formal quals,70-80%,55<=,6,400,Y,Fail
GGG,2013B,435587,M,Scotland,Post Graduate Qualification,10-20,0-35,0,90,Y,Pass
GGG,2014J,479595,M,Wales,Lower Than A Level,70-80%,0-35,6,205,N,Withdrawn
DDD,2014J,645326,M,Scotland,No Formal quals,30-40%,0-35,2,195,N,Distinction
GGG,2013J,649523,F,Ireland,Post Graduate Qualification,20-30%,35-55,2,250,Y,Withdrawn
BBB,2014J,2579891,M,Scotland,HE Qualification,0-10%,35-55,3,100,N,Withdrawn
EEE,2014B,48152,F,South West Region,A Level or Equivalent,20-30%,55<=,0,630,N,Withdrawn
GGG,2013J,647318,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,3,325,N,Withdrawn
CCC,2013J,695070,M,South West Region,A Level or Equivalent,20-30%,55<=,5,200,N,Pass
DDD,2013J,645997,M,West Midlands Region,Post Graduate Qualification,50-60%,0-35,6,95,N,Pass
FFF,2014B,2363561,M,East Anglian Region,No Formal quals,60-70%,35-55,3,655,N,Pass
AAA,2013B,407876,F,South West Region,Lower Than A Level,80-90%,0-35,0,140,N,Pass
CCC,2013J,2498388,M,South East Region,A Level or Equivalent,10-20,55<=,0,55,N,Distinction
FFF,2013J,606004,F,London Region,Lower Than A Level,0-10%,0-35,3,420,N,Distinction
FFF,2014J,579723,M,East Anglian Region,HE Qualification,40-50%,55<=,5,420,N,Withdrawn
FFF,2014J,606257,M,London Region,A Level or Equivalent,0-10%,0-35,1,280,N,Distinction
BBB,2013B,678419,F,South West Region,A Level or Equivalent,80-90%,0-35,2,175,N,Pass
FFF,2013B,624127,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,105,N,Withdrawn
BBB,2014J,423947,M,North Region,Lower Than A Level,0-10%,0-35,1,105,Y,Pass
EEE,2014J,606607,M,Scotland,Post Graduate Qualification,0-10%,55<=,5,40,N,Pass
GGG,2014B,614629,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,5,300,N,Pass
FFF,2013J,49530,F,London Region,Lower Than A Level,40-50%,55<=,1,155,Y,Fail
FFF,2014J,586054,M,North Region,A Level or Equivalent,30-40%,0-35,2,280,N,Fail
DDD,2014B,354988,M,West Midlands Region,A Level or Equivalent,60-70%,35-55,4,390,N,Withdrawn
EEE,2013B,2557283,F,Ireland,Post Graduate Qualification,20-30%,0-35,1,105,N,Distinction
BBB,2014B,504533,F,Wales,A Level or Equivalent,60-70%,0-35,4,270,Y,Withdrawn
FFF,2014B,539963,F,Wales,Lower Than A Level,50-60%,0-35,5,135,N,Pass
FFF,2013J,684444,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,55,N,Fail
FFF,2014J,562456,F,London Region,Lower Than A Level,0-10%,35-55,0,115,N,Pass
BBB,2014J,531384,F,South East Region,No Formal quals,30-40%,0-35,4,60,N,Distinction
BBB,2014J,645835,M,Scotland,A Level or Equivalent,90-100%,0-35,6,155,N,Pass
BBB,2013B,684641,M,South West Region,A Level or Equivalent,N/A,0-35,5,630,N,Distinction
CCC,2013J,591677,M,South East Region,Lower Than A Level,20-30%,0-35,2,200,N,Fail
GGG,2013J,547487,M,South Region,A Level or Equivalent,50-60%,55<=,3,540,N,Withdrawn
FFF,2014J,605480,M,South East Region,No Formal quals,70-80%,35-55,4,205,Y,Pass
GGG,2014B,541040,M,South East Region,No Formal quals,50-60%,0-35,3,40,N,Fail
DDD,2014J,576780,M,South Region,A Level or Equivalent,10-20,35-55,5,120,N,Pass
FFF,2014J,641192,M,East Anglian Region,Lower Than A Level,10-20,0-35,2,220,N,Withdrawn
FFF,2014B,674870,F,East Anglian Region,Lower Than A Level,60-70%,55<=,5,130,Y,Fail
BBB,2014B,60135,F,Wales,A Level or Equivalent,0-10%,55<=,6,85,Y,Distinction
AAA,2014J,402596,M,West Midlands Region,HE Qualification,0-10%,0-35,0,170,Y,Withdrawn
EEE,2013J,496315,M,East Midlands Region,Post Graduate Qualification,70-80%,35-55,0,480,N,Pass
FFF,2013J,593206,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,2,180,N,Withdrawn
CCC,2013J,2049668,F,South West Region,A Level or Equivalent,N/A,0-35,0,255,N,Pass
GGG,2014J,547666,F,Wales,HE Qualification,0-10%,0-35,6,65,N,Fail
BBB,2014B,2698257,M,South Region,No Formal quals,40-50%,55<=,6,90,N,Fail
EEE,2014J,2373245,M,Scotland,Post Graduate Qualification,20-30%,0-35,4,135,N,Distinction
DDD,2014J,580511,M,North Region,Lower Than A Level,10-20,55<=,1,110,N,Withdrawn
DDD,2013J,548924,M,Yorkshire Region,Post Graduate Qualification,50-60%,55<=,0,100,N,Fail
BBB,2014J,578943,F,South West Region,A Level or Equivalent,0-10%,0-35,0,45,N,Fail
GGG,2013J,415952,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,3,75,N,Withdrawn
CCC,2013B,2646737,F,Scotland,Post Graduate Qualification,0-10%,0-35,2,105,N,Pass
CCC,2014J,628119,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,2,180,N,Withdrawn
FFF,2014J,630870,M,West Midlands Region,Post Graduate Qualification,80-90%,55<=,2,540,N,Pass
CCC,2014J,2661012,M,North Region,Lower Than A Level,70-80%,35-55,3,70,Y,Pass
EEE,2014J,572290,F,North Region,Post Graduate Qualification,10-20,55<=,4,80,N,Fail
FFF,2014B,649604,M,North Western Region,No Formal quals,50-60%,0-35,3,540,N,Withdrawn
FFF,2014J,691815,M,East Anglian Region,Lower Than A Level,90-100%,35-55,1,400,N,Pass
GGG,2014J,317855,F,South Region,Lower Than A Level,0-10%,35-55,1,390,N,Pass
FFF,2013J,622541,M,South Region,No Formal quals,60-70%,55<=,4,630,N,Pass
AAA,2013J,552795,F,London Region,A Level or Equivalent,50-60%,55<=,1,120,N,Fail
BBB,2014J,2523035,M,West Midlands Region,Lower Than A Level,40-50%,55<=,5,330,N,Withdrawn
FFF,2014B,2355214,F,North Western Region,A Level or Equivalent,60-70%,0-35,6,50,N,Fail
FFF,2013J,600263,M,South West Region,No Formal quals,80-90%,55<=,6,155,N,Withdrawn
FFF,2014J,549537,F,London Region,HE Qualification,10-20,55<=,5,255,N,Distinction
CCC,2014J,600773,M,South West Region,Post Graduate Qualification,50-60%,0-35,0,155,Y,Withdrawn
CCC,2014J,228258,M,Scotland,Lower Than A Level,40-50%,35-55,0,330,N,Distinction
DDD,2013B,518412,F,Wales,HE Qualification,10-20,0-35,1,235,Y,Pass
CCC,2013J,550711,M,Wales,A Level or Equivalent,0-10%,0-35,1,85,N,Withdrawn
CCC,2014B,2279449,M,South West Region,Lower Than A Level,10-20,55<=,0,325,N,Distinction
CCC,2013J,2643555,M,Wales,A Level or Equivalent,20-30%,55<=,2,60,Y,Fail
EEE,2014J,547680,F,North Western Region,A Level or Equivalent,60-70%,55<=,3,40,N,Distinction
FFF,2014B,294112,F,Wales,A Level or Equivalent,20-30%,0-35,0,50,N,Distinction
FFF,2014J,43273,F,East Midlands Region,Post Graduate Qualification,90-100%,0-35,5,200,Y,Pass
